RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,DateofCalculation
HH,BITS,4,DK,26D4,TVL,,S,T,160,48,2021,11,14,1040,9,30,D,54.9967,17.4664,54.9819,17.4313,38G7,33,V,159,1,1,R,6.2,,,2776,250,,,4.4,520,69.2,25.9,213,-9,,235,3,2.7,251,0.2,257,0.5,58,11,,-9,10.2,10.2,7.3,7.3,,,20,,,,,,,,20220602
HH,BITS,4,DK,26D4,TVL,,S,T,162,49,2021,11,14,1238,9,29,D,54.968,17.4813,54.9615,17.4397,38G7,31,V,161,1,1,R,6.3,,,2753,230,,,4.4,520,68.2,25.8,213,-9,,254,2.9,2.6,265,0.9,253,0.4,64,9,,-9,10.2,10.5,7.36,7.38,,,20,,,,,,,,20220602
HH,BITS,4,DK,26D4,TVL,,S,T,170,53,2021,11,15,1055,10,30,D,54.9355,16.2387,54.9199,16.2057,38G6,46,V,169,1,1,R,5.6,,,2735,310,,,4.4,520,76.6,28,213,-9,,228,2.9,2.5,232,0.4,224,0.4,157,5,,-9,9.5,9.3,7.29,12.92,,,20,,,,,,,,20220602
HH,BITS,4,DK,26D4,TVL,,S,T,99,25,2021,11,7,1349,11,30,D,54.9283,15.7037,54.937,15.6638,38G5,79,V,98,1,1,R,5.2,,,2755,430,,,4.4,520,80.9,29.7,213,-9,,287,2.9,3,275,0.6,247,0.3,261,14,,-9,10.1,8.2,7.27,15.17,,,20,,,,,,,,20220602
HH,BITS,4,DK,26D4,TVL,,S,T,93,22,2021,11,7,637,11,30,N,54.8827,15.111,54.8904,15.1534,38G5,60,V,92,1,1,R,5.5,,,2859,350,,,4.4,520,78.4,28.1,213,-9,,74,3,2.4,82,0.7,192,0.1,225,14,,-9,10.7,11.3,7.51,11.67,,,20,,,,,,,,20220602
HH,BITS,4,DK,26D4,TVL,,S,T,166,51,2021,11,15,640,9,30,N,54.8788,16.6414,54.8838,16.6859,38G6,20,V,165,1,1,R,6.7,,,2900,170,,,4.4,520,57.5,23,213,-9,,81,3.1,3.1,118,0.5,314,0.2,135,8,,-9,10.1,10.2,7.43,7.44,,,20,,,,,,,,20220602
HH,BITS,4,DK,26D4,TVL,,S,T,95,23,2021,11,7,837,11,29,D,54.8586,15.2714,54.8815,15.2907,38G5,70,V,94,1,1,R,5.8,,,2831,390,,,4.4,520,79,29,213,-9,,30,3.1,3,66,0.6,15,0.7,243,19,,-9,10.4,11.7,7.41,13.61,,,20,,,,,,,,20220602
HH,BITS,4,DK,26D4,TVL,,S,T,97,24,2021,11,7,1141,11,29,D,54.837,15.6211,54.8462,15.6612,38G5,77,V,96,1,1,R,5.3,,,2765,420,,,4.4,520,75,28.2,213,-9,,70,3,3,114,0.7,77,0.5,270,15,,-9,10.3,9.2,7.39,14.55,,,20,,,,,,,,20220602
HH,BITS,4,DK,26D4,TVL,,S,T,120,29,2021,11,8,1350,11,30,D,54.7991,15.0315,54.8047,14.9878,38G5,60,V,119,1,1,R,5.4,,,2876,360,,,4.4,520,78.8,28,213,-9,,281,3.1,3.3,17,0.7,306,0.3,54,10,,-9,10.1,11,7.54,12.45,,,20,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26221,48,2021,11,27,645,13,0,D,55.9167,18.5833,55.9167,18.5833,40G8,113,N,756,1,1,C,-9,,,0,,16,12,4.3,520,-9,-9,213,-9,47,,-9,-9,,-9,,-9,,,,-9,7.2,7,7.22,11.45,Y,32,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26138,41,2021,11,24,1320,13,30,D,55.8917,18.7283,55.8883,18.7667,40G8,114,V,747,1,1,C,7,,,2432,250,16,12,4.3,520,-9,-9,213,-9,47,97,2.6,-9,,-9,,-9,,,,-9,7.7,6.9,7.19,11.71,Y,39,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26055,49,2021,11,27,910,11,20,D,55.8017,18.115,55.79,18.0933,40G8,66,V,757,1,1,C,7,,,1884,150,16,12,4.3,520,-9,-9,213,-9,47,230,2.9,-9,,-9,,-9,,,,-9,7.7,5.9,7.17,9.78,Y,40,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26050,50,2021,11,27,1123,11,20,D,55.6467,18.0883,55.6383,18.0633,40G8,72,V,759,1,1,C,7,,,1831,160,16,12,4.3,520,-9,-9,213,-9,47,241,2.8,-9,,-9,,-9,,,,-9,7.6,6.2,7.16,10.21,Y,39,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26290,52,2021,11,28,656,8,20,D,55.6017,18.9783,55.585,18.9817,40G8,88,V,762,1,1,C,7,,,1872,220,16,12,4.3,520,-9,-9,213,-9,47,173,2.9,-9,,-9,,-9,,,,-9,8,6.8,7.2,11.44,Y,41,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26212,57,2021,11,29,652,12,20,D,55.5383,18.415,55.5217,18.425,40G8,91,V,767,1,1,C,7,,,1953,225,16,12,4.3,520,-9,-9,213,-9,47,164,3.1,-9,,-9,,-9,,,,-9,7.6,6.7,7.16,11.1,Y,40,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26172,51,2021,11,27,1320,12,20,D,55.5283,18.1917,55.5267,18.2233,40G8,82,V,758,1,1,C,7,,,2004,170,16,12,4.3,520,-9,-9,213,-9,47,95,3,-9,,-9,,-9,,,,-9,8,6.1,7.2,10.04,Y,38,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26107,53,2021,11,28,824,12,20,D,55.5217,18.9933,55.505,18.995,40G8,88,V,763,1,1,C,7,,,1862,200,16,12,4.3,520,-9,-9,213,-9,47,177,2.9,-9,,-9,,-9,,,,-9,8,6.7,7.25,11.59,Y,40,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26161,58,2021,11,29,815,8,0,D,55.4983,18.3017,55.4983,18.3017,39G8,88,N,768,1,1,C,-9,,,0,,16,12,4.3,520,-9,-9,213,-9,47,,-9,-9,,-9,,-9,,,,-9,7.5,6.4,7.15,10.54,Y,42,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26106,54,2021,11,28,1011,12,20,D,55.4417,18.9117,55.4367,18.885,39G8,90,V,764,1,1,C,7,,,1779,220,16,12,4.3,520,-9,-9,213,-9,47,251,2.8,-9,,-9,,-9,,,,-9,8.4,7.2,7.25,11.92,Y,51,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26101,59,2021,11,29,941,12,30,D,55.43,18.4467,55.4183,18.41,39G8,87,V,769,1,1,C,7,,,2664,225,16,12,4.3,520,-9,-9,213,-9,47,238,2.9,-9,,-9,,-9,,,,-9,7.6,7.6,7.13,11.85,Y,38,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26105,55,2021,11,28,1139,12,20,D,55.3767,18.835,55.365,18.8167,39G8,90,V,765,1,1,C,7,,,1744,220,16,12,4.3,520,-9,-9,213,-9,47,225,2.7,-9,,-9,,-9,,,,-9,8.3,6.7,7.23,11.61,Y,53,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26046,60,2021,11,29,1233,11,15,D,55.3283,18.12,55.3183,18.1367,39G8,79,V,770,1,1,C,7,,,1537,175,16,12,4.3,520,-9,-9,213,-9,47,136,3,-9,,-9,,-9,,,,-9,8.2,8.5,7.23,13.01,Y,45,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26045,56,2021,11,28,1344,12,20,D,55.2767,19.0267,55.2767,19.055,39G9,81,V,766,1,1,C,7,,,1799,200,16,12,4.3,520,-9,-9,213,-9,47,93,2.9,-9,,-9,,-9,,,,-9,8.5,6.4,7.27,11,Y,54,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26094,61,2021,11,30,653,12,20,D,55.18,18.945,55.1833,18.9717,39G8,89,V,771,1,1,C,7,,,1740,220,16,12,4.3,520,-9,-9,213,-9,47,78,2.9,-9,,-9,,-9,,,,-9,8.1,6.8,7.23,11.74,Y,50,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26093,47,2021,11,26,1357,12,20,D,55.1717,18.6933,55.1783,18.7183,39G8,92,V,754,1,1,C,7,,,1754,225,16,12,4.3,520,-9,-9,213,-9,47,63,2.8,-9,,-9,,-9,,,,-9,8.5,6.8,7.24,11.72,Y,53,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26182,15,2021,11,17,637,11,30,D,55.0483,18.335,55.0383,18.3717,39G8,68,V,718,1,1,C,7,,,2597,175,16,12,4.3,520,-9,-9,213,-9,47,114,2.7,-9,,-9,,-9,,,,-9,10.1,6.1,7.39,10.08,Y,37,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26268,16,2021,11,17,846,11,30,D,54.995,18.5117,54.98,18.5433,38G8,70,V,719,1,1,C,7,,,2623,200,16,12,4.3,520,-9,-9,213,-9,47,128,2.7,-9,,-9,,-9,,,,-9,10,6.3,7.31,10.41,Y,38,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26086,17,2021,11,17,1047,12,8,D,54.9833,18.77,54.98,18.78,38G8,94,V,720,1,1,C,7,,,738,250,16,12,4.3,520,-9,-9,213,-9,47,114,2.6,-9,,-9,,-9,,,,-9,10.1,6.9,7.35,11.58,Y,52,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26257,18,2021,11,17,1310,13,30,D,54.94,19.0467,54.9617,19.0417,38G9,101,V,721,1,1,C,7,,,2437,250,16,12,4.3,520,-9,-9,213,-9,47,351,2.7,-9,,-9,,-9,,,,-9,10.3,6.7,7.39,11.6,Y,59,,,,,,,,,20220602
HH,BITS,4,DE,06SL,TVS,,,,24002,18,2021,11,9,748,9,30,D,54.4215,12.3257,54.4423,12.347,37G2,20,V,24002,1,1,R,2.2,,,2696,93,,,-9,,40,-9,,-9,,31,2.9,-9,,-9,,-9,209,7,,-9,10.6,11.2,13.89,17.18,,,20,,,,,,20,20,20220602
HH,BITS,4,DE,06SL,TVS,,,,24001,17,2021,11,9,619,8,30,D,54.3851,12.2033,54.4089,12.221,37G2,18,V,24001,1,1,R,2,,,2885,100,,,-9,,40,-9,,-9,,25,3.1,-9,,-9,,-9,210,8,,-9,10.6,11.2,14.57,17.2,,,20,,,,,,18,18,20220602
HH,BITS,4,DE,06SL,TVS,,,,22008,16,2021,11,8,1258,9,30,D,54.3337,11.9387,54.3091,11.9283,37G1,20,V,22008,1,1,R,2.2,,,2820,100,,,-9,,39,-9,,-9,,192,3,-9,,-9,,-9,66,3,,-9,10.8,11.3,15.5,17.49,,,20,,,,,,20,20,20220602
HH,BITS,4,DE,06SL,TVS,,,,22144,14,2021,11,8,803,9,30,D,54.306,11.4492,54.3029,11.4925,37G1,24,V,22144,1,1,R,1.5,,,2843,125,,,-9,,47,-9,,-9,,93,3.1,-9,,-9,,-9,268,9,,-9,10.9,11.9,16.43,21.53,,,20,,,,,,24,25,20220602
HH,BITS,4,DE,06SL,TVS,,,,22045,6,2021,11,5,1215,9,30,D,54.2917,11.3092,54.3124,11.3352,37G1,21,V,22045,1,1,R,1.6,,,2857,125,,,-9,,50,-9,,-9,,27,3.1,-9,,-9,,-9,279,9,,-9,11.3,12,17.5,20.72,,,20,,,,,,21,21,20220602
HH,BITS,4,DE,06SL,TVS,,,,22142,13,2021,11,8,602,9,30,D,54.2674,11.5115,54.2755,11.5518,37G1,25,V,22142,1,1,R,1.7,,,2781,125,,,-9,,47,-9,,-9,,75,3,-9,,-9,,-9,274,10,,-9,10.9,11.9,16.15,21.65,,,20,,,,,,25,25,20220602
HH,BITS,4,DE,06SL,TVS,,,,22051,2,2021,11,4,1117,9,30,D,54.245,11.7342,54.2427,11.69,37G1,26,V,22051,1,1,R,1.4,,,2891,150,,,-9,,58,-9,,-9,,279,3.1,-9,,-9,,-9,24,12,,-9,11,12,13.93,21.6,,,20,,,,,,26,26,20220602
HH,BITS,4,DE,06SL,TVS,,,,22141,5,2021,11,5,1046,9,30,D,54.2398,11.4222,54.2511,11.4595,37G1,23,V,22141,1,1,R,1.7,,,2740,125,,,-9,,50,-9,,-9,,53,3,-9,,-9,,-9,289,10,,-9,11.1,11.9,15.47,18.89,,,20,,,,,,23,23,20220602
HH,BITS,4,DE,06SL,TVS,,,,22002,1,2021,11,4,754,8,30,D,54.1897,11.8948,54.1908,11.8522,37G1,19,V,22002,1,1,R,1.8,,,2788,100,,,-9,,42,-9,,-9,,271,3,-9,,-9,,-9,45,10,,-9,10.9,12,16.04,20.87,,,20,,,,,,19,19,20220602
HH,BITS,4,DE,06SL,TVS,,,,24335,28,2021,11,12,557,8,30,D,54.1892,14.3135,54.2103,14.29,37G4,15,V,24335,1,1,R,2.4,,,2799,100,,,-9,,39,-9,,-9,,330,3,-9,,-9,,-9,288,4,,-9,9.9,9.9,7.79,8.08,,,20,,,,,,15,15,20220602
HH,BITS,4,DE,06SL,TVS,,,,22114,4,2021,11,5,731,9,30,D,54.1432,11.2905,54.1622,11.3207,37G1,24,V,22114,1,1,R,1.6,,,2899,150,,,-9,,52,-9,,-9,,43,3.1,-9,,-9,,-9,276,10,,-9,10.9,12,16.69,21.59,,,20,,,,,,24,26,20220602
HH,BITS,4,DE,06SL,TVS,,,,22044,3,2021,11,5,558,9,30,D,54.1149,11.1518,54.1297,11.1872,37G1,24,V,22044,1,1,R,1.7,,,2836,150,,,-9,,56,-9,,-9,,57,3.1,-9,,-9,,-9,284,9,,-9,11.2,11.9,17.71,19.61,,,20,,,,,,24,24,20220602
HH,BITS,4,DK,26HF,TVS,,S,,640,52,2021,11,2,1024,8,30,D,55.742,12.7097,55.7661,12.7188,40G2,11,V,641,1,1,R,1.6,,,2737,137,,,-9,,54.4,-9,,-9,,,3,-9,,-9,,-9,133,4,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,593,29,2021,10,26,1310,8,8,D,55.6672,10.2636,55.6676,10.2514,40G0,19,V,594,1,1,R,1.9,,,769,136,,,-9,,54.1,-9,,-9,,,3.1,-9,,-9,,-9,250,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,592,28,2021,10,26,1210,8,15,D,55.6608,10.3366,55.6631,10.3151,40G0,19,V,,1,1,R,1.8,,,1371,136,,,-9,,51,-9,,-9,,,3,-9,,-9,,-9,260,6,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,595,30,2021,10,26,1434,8,25,D,55.6472,10.0446,55.6356,10.0139,40G0,15,V,596,1,1,R,2.1,,,2320,136,,,-9,,52.5,-9,,-9,,,3,-9,,-9,,-9,242,9,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,590,27,2021,10,26,1017,8,30,D,55.6314,10.5498,55.6521,10.5219,40G0,15,V,591,1,1,R,1.9,,,2891,136,,,-9,,54.5,-9,,-9,,,3.1,-9,,-9,,-9,270,5,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,574,19,2021,10,23,730,9,30,N,55.555,10.9255,55.5774,10.9084,40G0,29,V,575,1,1,R,1.6,,,2719,160,,,-9,,56.8,-9,,-9,,,3,-9,,-9,,-9,320,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,588,26,2021,10,26,753,9,15,D,55.5312,10.8592,55.5429,10.8498,40G0,39,V,589,1,1,R,1.8,,,1427,160,,,-9,,54.8,-9,,-9,,,3,-9,,-9,,-9,260,7,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,639,51,2021,11,2,640,8,30,N,55.4934,12.3402,55.4946,12.3843,39G2,10,V,638,1,1,R,2.1,,,2776,137,,,-9,,51.6,-9,,-9,,,3,-9,,-9,,-9,141,6,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,576,20,2021,10,23,948,8,12,D,55.4431,10.7886,55.4343,10.7825,39G0,14,V,577,1,1,R,1.7,,,1053,136,,,-9,,51.9,-9,,-9,,,2.9,-9,,-9,,-9,310,9,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,597,31,2021,10,27,814,8,30,D,55.393,9.7372,55.3683,9.7426,39F9,14,V,598,1,1,R,1.9,,,2761,136,,,-9,,55.6,-9,,-9,,,3,-9,,-9,,-9,247,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,SE,77SE,TVL,75,S,T,228,5,2021,11,22,943,11,25,D,55.6092,14.5927,55.5986,14.5617,40G4,66,V,970,1,1,C,7.3,,,2296,300,,,4.4,720,60,24,213,-9,488,239,2.9,2.9,,-9,,-9,340,4,,0.5,8.8,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,SE,77SE,TVL,75,S,T,237,14,2021,11,24,1306,11,30,D,55.5237,16.3205,55.5304,16.3625,40G6,72,V,,1,1,C,7.5,,,2759,310,,,4.4,720,61,24,213,-9,488,74,2.9,3.4,,-9,,-9,270,9,,-9,9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,SE,77SE,TVL,75,S,T,227,4,2021,11,22,709,11,16,D,55.4673,14.6151,55.4711,14.6383,39G4,67,V,969,1,1,C,6.8,,,1519,300,,,4.4,720,61,24,213,-9,488,74,3,3.1,,-9,,-9,0,8,,0.7,9.1,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,SE,77SE,TVL,75,S,T,225,2,2021,11,21,1021,9,25,D,55.3125,13.8038,55.3151,13.8403,39G3,39,V,967,1,1,C,6,,,2352,220,,,4.4,720,61,23,213,-9,488,83,3,3.2,,-9,,-9,300,10,,1,10,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,SE,77SE,TVL,75,S,T,226,3,2021,11,21,1220,9,30,D,55.2882,13.9204,55.276,13.9591,39G3,39,V,,1,1,C,8.4,,,2815,220,,,4.4,720,57,22,213,-9,488,119,3,3.3,,-9,,-9,40,7,,-9,10,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,SE,77SE,TVL,75,S,T,224,1,2021,11,21,704,10,25,D,55.1768,13.311,55.181,13.2759,39G3,42,V,966,1,1,C,6.9,,,2371,220,,,4.4,720,53,22,213,-9,488,282,3,3,90,0.1,,-9,280,11,,1,10.1,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26077,35,2021,11,23,721,11,15,D,56.4667,18.6817,56.455,18.6717,41G8,77,V,741,1,1,C,7,,,1441,190,16,12,4.3,520,-9,-9,213,-9,47,206,3.1,-9,,-9,,-9,,,,-9,7.8,5.8,7.21,9.7,Y,37,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26076,36,2021,11,23,856,11,15,D,56.46,18.6667,56.4467,18.6617,41G8,75,V,742,1,1,C,7,,,1513,175,16,12,4.3,520,-9,-9,213,-9,47,190,3.1,-9,,-9,,-9,,,,-9,8,5.8,7.29,9.59,Y,39,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26125,32,2021,11,22,857,11,30,D,56.4033,18.61,56.3833,18.5867,41G8,75,V,738,1,1,C,7,,,2651,200,16,12,4.3,520,-9,-9,213,-9,47,213,2.8,-9,,-9,,-9,,,,-9,7.8,6.1,7.25,10.09,Y,32,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26013,34,2021,11,22,1320,10,30,D,56.3917,18.51,56.37,18.4883,41G8,44,V,740,1,1,C,7,,,2763,100,16,12,4.3,520,-9,-9,213,-9,47,209,3,-9,,-9,,-9,,,,-9,7.8,4.8,6.98,8.29,Y,25,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26224,33,2021,11,22,1122,9,30,D,56.3917,18.475,56.3683,18.455,41G8,37,V,739,1,1,C,7,,,2884,90,16,12,4.3,520,-9,-9,213,-9,47,203,3.1,-9,,-9,,-9,,,,-9,7.8,5.4,6.99,7.73,Y,29,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26032,37,2021,11,23,1059,10,20,D,56.39,18.5117,56.3733,18.5017,41G8,45,V,743,1,1,C,7,,,1959,100,16,12,4.3,520,-9,-9,213,-9,47,198,3.2,-9,,-9,,-9,,,,-9,7.8,4.8,7.26,7.87,Y,39,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26141,31,2021,11,22,724,13,0,D,56.3,18.6317,56.3,18.6317,41G8,109,N,737,1,1,C,-9,,,0,,16,12,4.3,520,-9,-9,213,-9,47,,-9,-9,,-9,,-9,,,,-9,7.5,7,7.23,11.41,Y,35,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26124,30,2021,11,22,634,12,0,D,56.2717,18.5233,56.2717,18.5233,41G8,83,N,736,1,1,C,-9,,,0,,16,12,4.3,520,-9,-9,213,-9,47,,-9,-9,,-9,,-9,,,,-9,7.5,6.4,7.1,10.47,Y,35,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26140,40,2021,11,24,1105,14,0,D,56.005,18.905,56.005,18.905,41G8,120,N,746,1,1,C,-9,,,0,,16,12,4.3,520,-9,-9,213,-9,47,,-9,-9,,-9,,-9,,,,-9,7.8,7.1,7.28,11.8,Y,34,,,,,,,,,20220602
HH,BITS,4,PL,67BC,TVL,75,S,T,26122,39,2021,11,24,826,12,20,D,55.9917,19.26,55.9983,19.2883,40G9,84,V,745,1,1,C,7,,,1913,175,16,12,4.3,520,-9,-9,213,-9,47,69,3,-9,,-9,,-9,,,,-9,7.8,6.3,7.37,11.08,Y,44,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,582,23,2021,10,25,1011,8,30,D,55.0191,10.9183,55.0439,10.9335,39G0,7,V,583,1,1,R,1.9,,,2926,136,,,-9,,56.5,-9,,-9,,,3.2,-9,,-9,,-9,230,3,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,608,36,2021,10,29,624,9,29,N,54.9653,10.1178,54.9419,10.1311,38G0,31,V,607,1,1,R,2.6,,,2733,150,,,-9,,53.6,-9,,-9,,,3,-9,,-9,,-9,200,7,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,626,45,2021,10,31,1256,9,29,D,54.912,12.9363,54.9066,12.9781,38G2,36,V,627,1,1,R,1.7,,,2733,160,,,-9,,56,-9,,-9,,,3,-9,,-9,,-9,147,4,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,631,47,2021,11,1,642,8,30,N,54.8776,12.5697,54.8738,12.6126,38G2,16,V,630,1,1,R,1.9,,,2778,137,,,-9,,57.2,-9,,-9,,,3,-9,,-9,,-9,193,9,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,628,46,2021,10,31,1513,8,30,D,54.8248,12.7324,54.8303,12.6902,38G2,16,V,629,1,1,R,1.7,,,2774,137,,,-9,,55.9,-9,,-9,,,3,-9,,-9,,-9,155,7,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,611,38,2021,10,29,936,9,30,D,54.8241,10.2574,54.8113,10.2957,38G0,30,V,612,1,1,R,2.2,,,2837,150,,,-9,,51.8,-9,,-9,,,3,-9,,-9,,-9,195,9,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,609,37,2021,10,29,809,9,30,D,54.8141,10.1406,54.7912,10.1585,38G0,25,V,610,1,1,R,2.2,,,2795,150,,,-9,,51.8,-9,,-9,,,3,-9,,-9,,-9,200,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,625,44,2021,10,31,918,8,30,D,54.7884,12.3545,54.8133,12.3571,38G2,19,V,624,1,1,R,1.8,,,2782,137,,,-9,,56.1,-9,,-9,,,3,-9,,-9,,-9,226,4,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,614,39,2021,10,29,1248,9,30,D,54.6847,10.4195,54.6824,10.4634,38G0,26,V,613,1,1,R,2.1,,,2835,150,,,-9,,54.3,-9,,-9,,,3,-9,,-9,,-9,160,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,616,40,2021,10,30,626,9,29,N,54.6348,11.1276,54.6372,11.0862,38G1,21,V,615,1,1,R,2.2,,,2676,137,,,-9,,53.7,-9,,-9,,,3,-9,,-9,,-9,200,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,623,43,2021,10,31,646,8,30,D,54.61,12.186,54.6339,12.1792,38G2,16,V,622,1,1,R,1.5,,,2689,137,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,248,6,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,619,41,2021,10,30,919,9,30,D,54.5335,11.439,54.5143,11.4652,38G1,25,V,618,1,1,R,1.9,,,2724,137,,,-9,,54.4,-9,,-9,,,2.9,-9,,-9,,-9,160,9,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,DK,26HF,TVS,,S,,621,42,2021,10,30,1159,9,30,D,54.3808,11.7261,54.3755,11.7673,37G1,22,V,620,1,1,R,1.9,,,2728,137,,,-9,,54.6,-9,,-9,,,2.9,-9,,-9,,-9,130,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20220602
HH,BITS,4,LV,67BC,TVL,75,R,T,2,8,2021,12,11,710,9,20,D,57.4967,21.43,57.5133,21.42,43H1,24,V,H_8,1,1,C,-9,,,,75,16,,4.3,520,-9,-9,,-9,,340,3,-9,,-9,,-9,135,7,,0.5,4.8,5.4,7.2,7.26,,,,,,,,,,,20220602
HH,BITS,4,LV,67BC,TVL,75,R,T,2,9,2021,12,11,910,9,15,D,57.4,21.345,57.4133,21.3417,43H1,30,V,H_9,1,1,C,-9,,,,70,16,,4.3,520,-9,-9,,-9,,350,3,-9,,-9,,-9,135,7,,0.5,5.1,5.1,7.27,7.27,,,,,,,,,,,20220602
